
========== Periférico Metropolitano ==========

========== Avenida Central ==========
Minuto   1 | Periférico Metropolitano | Tráfico:   0 veh/min | Variación:  -2 | Estado: Fluido
Minuto 189 | Avenida Central | Tráfico:  10 veh/min | Variación:  -1 | Estado: Fluido
Minuto 190 | Avenida Central | Tráfico:   5 veh/min | Variación:  -5 | Estado: Fluido
Minuto 190 | Carretera Nacional | Tráfico:   9 veh/min | Variación:  +7 | Estado: Fluido
Minuto 190 | Periférico Metropolitano | Tráfico:  28 veh/min | Variación:  -8 | Estado: Moderado
Minuto 191 | Avenida Central | Tráfico:   6 veh/min | Variación:  +1 | Estado: Fluido
Minuto 191 | Periférico Metropolitano | Tráfico:  34 veh/min | Variación:  +6 | Estado: Moderado
Minuto 191 | Carretera Nacional | Tráfico:  15 veh/min | Variación:  +6 | Estado: Fluido
Minuto 192 | Carretera Nacional | Tráfico:  20 veh/min | Variación:  +5 | Estado: Fluido
Minuto 192 | Periférico Metropolitano | Tráfico:  28 veh/min | Variación:  -6 | Estado: Moderado
Minuto 192 | Avenida Central | Tráfico:   3 veh/min | Variación:  -3 | Estado: Fluido
Minuto 193 | Avenida Central | Tráfico:   0 veh/min | Variación:  -4 | Estado: Fluido
Minuto 193 | Periférico Metropolitano | Tráfico:  22 veh/min | Variación:  -6 | Estado: Moderado
Minuto 193 | Carretera Nacional | Tráfico:  18 veh/min | Variación:  -2 | Estado: Fluido
Minuto 194 | Periférico Metropolitano | Tráfico:  16 veh/min | Variación:  -6 | Estado: Fluido
Minuto 194 | Avenida Central | Tráfico:   6 veh/min | Variación:  +6 | Estado: Fluido
Minuto 194 | Carretera Nacional | Tráfico:  10 veh/min | Variación:  -8 | Estado: Fluido
Minuto 195 | Carretera Nacional | Tráfico:  13 veh/min | Variación:  +3 | Estado: Fluido
Minuto 195 | Avenida Central | Tráfico:   5 veh/min | Variación:  -1 | Estado: Fluido
Minuto 195 | Periférico Metropolitano | Tráfico:  20 veh/min | Variación:  +4 | Estado: Fluido
Minuto 196 | Avenida Central | Tráfico:   0 veh/min | Variación:  -5 | Estado: Fluido
Minuto 196 | Periférico Metropolitano | Tráfico:  23 veh/min | Variación:  +3 | Estado: Moderado
Minuto 196 | Carretera Nacional | Tráfico:  12 veh/min | Variación:  -1 | Estado: Fluido
Minuto 197 | Avenida Central | Tráfico:   0 veh/min | Variación:  -1 | Estado: Fluido
Minuto 197 | Periférico Metropolitano | Tráfico:  22 veh/min | Variación:  -1 | Estado: Moderado
Minuto 197 | Carretera Nacional | Tráfico:  19 veh/min | Variación:  +7 | Estado: Fluido
Minuto 198 | Carretera Nacional | Tráfico:  11 veh/min | Variación:  -8 | Estado: Fluido
Minuto 198 | Periférico Metropolitano | Tráfico:  19 veh/min | Variación:  -3 | Estado: Fluido
Minuto 198 | Avenida Central | Tráfico:   0 veh/min | Variación:  -8 | Estado: Fluido
Minuto 199 | Carretera Nacional | Tráfico:   3 veh/min | Variación:  -8 | Estado: Fluido
Minuto 199 | Avenida Central | Tráfico:   4 veh/min | Variación:  +4 | Estado: Fluido
Minuto 199 | Periférico Metropolitano | Tráfico:  12 veh/min | Variación:  -7 | Estado: Fluido
Minuto 200 | Periférico Metropolitano | Tráfico:  12 veh/min | Variación:  +0 | Estado: Fluido
Minuto 200 | Avenida Central | Tráfico:   0 veh/min | Variación:  -6 | Estado: Fluido
Minuto 200 | Carretera Nacional | Tráfico:   0 veh/min | Variación:  -5 | Estado: Fluido
Minuto 201 | Periférico Metropolitano | Tráfico:  16 veh/min | Variación:  +4 | Estado: Fluido
Minuto 201 | Carretera Nacional | Tráfico:   1 veh/min | Variación:  +1 | Estado: Fluido
Minuto 201 | Avenida Central | Tráfico:   1 veh/min | Variación:  +1 | Estado: Fluido
Minuto 202 | Avenida Central | Tráfico:   0 veh/min | Variación:  -7 | Estado: Fluido
Minuto 202 | Carretera Nacional | Tráfico:   6 veh/min | Variación:  +5 | Estado: Fluido
Minuto 202 | Periférico Metropolitano | Tráfico:  23 veh/min | Variación:  +7 | Estado: Moderado
Minuto 203 | Periférico Metropolitano | Tráfico:  16 veh/min | Variación:  -7 | Estado: Fluido
Minuto 203 | Carretera Nacional | Tráfico:   8 veh/min | Variación:  +2 | Estado: Fluido
Minuto 203 | Avenida Central | Tráfico:   0 veh/min | Variación:  -2 | Estado: Fluido
Minuto 204 | Periférico Metropolitano | Tráfico:  14 veh/min | Variación:  -2 | Estado: Fluido
Minuto 204 | Carretera Nacional | Tráfico:   2 veh/min | Variación:  -6 | Estado: Fluido
Minuto 204 | Avenida Central | Tráfico:   0 veh/min | Variación:  -2 | Estado: Fluido
Minuto 205 | Carretera Nacional | Tráfico:   0 veh/min | Variación:  -3 | Estado: Fluido
Minuto 205 | Periférico Metropolitano | Tráfico:   9 veh/min | Variación:  -5 | Estado: Fluido
Minuto 205 | Avenida Central | Tráfico:   6 veh/min | Variación:  +6 | Estado: Fluido
Minuto 206 | Carretera Nacional | Tráfico:   1 veh/min | Variación:  +1 | Estado: Fluido
Minuto 206 | Periférico Metropolitano | Tráfico:  15 veh/min | Variación:  +6 | Estado: Fluido
Minuto 206 | Avenida Central | Tráfico:  12 veh/min | Variación:  +6 | Estado: Fluido
Minuto 207 | Carretera Nacional | Tráfico:   0 veh/min | Variación:  -3 | Estado: Fluido
Minuto 207 | Avenida Central | Tráfico:  16 veh/min | Variación:  +4 | Estado: Fluido
Minuto 207 | Periférico Metropolitano | Tráfico:  20 veh/min | Variación:  +5 | Estado: Fluido
Minuto 208 | Carretera Nacional | Tráfico:   3 veh/min | Variación:  +3 | Estado: Fluido
Minuto 208 | Periférico Metropolitano | Tráfico:  16 veh/min | Variación:  -4 | Estado: Fluido
Minuto 208 | Avenida Central | Tráfico:  20 veh/min | Variación:  +4 | Estado: Fluido
Minuto 209 | Avenida Central | Tráfico:  22 veh/min | Variación:  +2 | Estado: Moderado
Minuto 209 | Carretera Nacional | Tráfico:   3 veh/min | Variación:  +0 | Estado: Fluido
Minuto 209 | Periférico Metropolitano | Tráfico:  14 veh/min | Variación:  -2 | Estado: Fluido
Minuto 210 | Avenida Central | Tráfico:  16 veh/min | Variación:  -6 | Estado: Fluido
Minuto 210 | Periférico Metropolitano | Tráfico:  20 veh/min | Variación:  +6 | Estado: Fluido
Minuto 210 | Carretera Nacional | Tráfico:   5 veh/min | Variación:  +2 | Estado: Fluido
Minuto 211 | Carretera Nacional | Tráfico:   6 veh/min | Variación:  +1 | Estado: Fluido
Minuto 211 | Avenida Central | Tráfico:   9 veh/min | Variación:  -7 | Estado: Fluido
Minuto 211 | Periférico Metropolitano | Tráfico:  22 veh/min | Variación:  +2 | Estado: Moderado
Minuto 212 | Periférico Metropolitano | Tráfico:  19 veh/min | Variación:  -3 | Estado: Fluido
Minuto 212 | Carretera Nacional | Tráfico:  10 veh/min | Variación:  +4 | Estado: Fluido
Minuto 212 | Avenida Central | Tráfico:   6 veh/min | Variación:  -3 | Estado: Fluido
Minuto 213 | Carretera Nacional | Tráfico:  16 veh/min | Variación:  +6 | Estado: Fluido
Minuto 213 | Periférico Metropolitano | Tráfico:  25 veh/min | Variación:  +6 | Estado: Moderado
Minuto 213 | Avenida Central | Tráfico:  13 veh/min | Variación:  +7 | Estado: Fluido
Minuto 214 | Periférico Metropolitano | Tráfico:  17 veh/min | Variación:  -8 | Estado: Fluido
Minuto 214 | Avenida Central | Tráfico:  16 veh/min | Variación:  +3 | Estado: Fluido
Minuto 214 | Carretera Nacional | Tráfico:  13 veh/min | Variación:  -3 | Estado: Fluido
Minuto 215 | Avenida Central | Tráfico:  21 veh/min | Variación:  +5 | Estado: Moderado
Minuto 215 | Carretera Nacional | Tráfico:   9 veh/min | Variación:  -4 | Estado: Fluido
Minuto 215 | Periférico Metropolitano | Tráfico:  14 veh/min | Variación:  -3 | Estado: Fluido
Minuto 216 | Periférico Metropolitano | Tráfico:  19 veh/min | Variación:  +5 | Estado: Fluido
Minuto 216 | Carretera Nacional | Tráfico:   1 veh/min | Variación:  -8 | Estado: Fluido
Minuto 216 | Avenida Central | Tráfico:  26 veh/min | Variación:  +5 | Estado: Moderado
Minuto 217 | Carretera Nacional | Tráfico:   0 veh/min | Variación:  -7 | Estado: Fluido
Minuto 217 | Avenida Central | Tráfico:  30 veh/min | Variación:  +4 | Estado: Moderado
Minuto 217 | Periférico Metropolitano | Tráfico:  23 veh/min | Variación:  +4 | Estado: Moderado
Minuto 218 | Avenida Central | Tráfico:  28 veh/min | Variación:  -2 | Estado: Moderado
Minuto 218 | Periférico Metropolitano | Tráfico:  17 veh/min | Variación:  -6 | Estado: Fluido
Minuto 218 | Carretera Nacional | Tráfico:   5 veh/min | Variación:  +5 | Estado: Fluido
Minuto 219 | Avenida Central | Tráfico:  30 veh/min | Variación:  +2 | Estado: Moderado
Minuto 219 | Carretera Nacional | Tráfico:   8 veh/min | Variación:  +3 | Estado: Fluido
Minuto 219 | Periférico Metropolitano | Tráfico:  24 veh/min | Variación:  +7 | Estado: Moderado
Minuto 220 | Avenida Central | Tráfico:  35 veh/min | Variación:  +5 | Estado: Moderado
Minuto 220 | Periférico Metropolitano | Tráfico:  25 veh/min | Variación:  +1 | Estado: Moderado
Minuto 220 | Carretera Nacional | Tráfico:   4 veh/min | Variación:  -4 | Estado: Fluido
Minuto 221 | Carretera Nacional | Tráfico:   3 veh/min | Variación:  -1 | Estado: Fluido
Minuto 221 | Avenida Central | Tráfico:  39 veh/min | Variación:  +4 | Estado: Moderado
Minuto 221 | Periférico Metropolitano | Tráfico:  31 veh/min | Variación:  +6 | Estado: Moderado
Minuto 222 | Carretera Nacional | Tráfico:   7 veh/min | Variación:  +4 | Estado: Fluido
Minuto 222 | Avenida Central | Tráfico:  34 veh/min | Variación:  -5 | Estado: Moderado
Minuto 222 | Periférico Metropolitano | Tráfico:  25 veh/min | Variación:  -6 | Estado: Moderado
Minuto 223 | Periférico Metropolitano | Tráfico:  26 veh/min | Variación:  +1 | Estado: Moderado
Minuto 223 | Carretera Nacional | Tráfico:  15 veh/min | Variación:  +8 | Estado: Fluido
Minuto 223 | Avenida Central | Tráfico:  29 veh/min | Variación:  -5 | Estado: Moderado
Minuto 224 | Periférico Metropolitano | Tráfico:  34 veh/min | Variación:  +8 | Estado: Moderado
Minuto 224 | Carretera Nacional | Tráfico:  22 veh/min | Variación:  +7 | Estado: Moderado
Minuto 224 | Avenida Central | Tráfico:  24 veh/min | Variación:  -5 | Estado: Moderado
Minuto 225 | Carretera Nacional | Tráfico:  27 veh/min | Variación:  +5 | Estado: Moderado
Minuto 225 | Avenida Central | Tráfico:  24 veh/min | Variación:  +0 | Estado: Moderado
Minuto 225 | Periférico Metropolitano | Tráfico:  38 veh/min | Variación:  +4 | Estado: Moderado
Minuto 226 | Periférico Metropolitano | Tráfico:  42 veh/min | Variación:  +4 | Estado: Congestionado
Minuto 226 | Avenida Central | Tráfico:  29 veh/min | Variación:  +5 | Estado: Moderado
Minuto 226 | Carretera Nacional | Tráfico:  29 veh/min | Variación:  +2 | Estado: Moderado
Minuto 227 | Carretera Nacional | Tráfico:  35 veh/min | Variación:  +6 | Estado: Moderado
Minuto 227 | Avenida Central | Tráfico:  28 veh/min | Variación:  -1 | Estado: Moderado
Minuto 227 | Periférico Metropolitano | Tráfico:  39 veh/min | Variación:  -3 | Estado: Moderado
Minuto 228 | Periférico Metropolitano | Tráfico:  46 veh/min | Variación:  +7 | Estado: Congestionado
Minuto 228 | Carretera Nacional | Tráfico:  34 veh/min | Variación:  -1 | Estado: Moderado
Minuto 228 | Avenida Central | Tráfico:  26 veh/min | Variación:  -2 | Estado: Moderado
Minuto 229 | Carretera Nacional | Tráfico:  27 veh/min | Variación:  -7 | Estado: Moderado
Minuto 229 | Avenida Central | Tráfico:  25 veh/min | Variación:  -1 | Estado: Moderado
Minuto 229 | Periférico Metropolitano | Tráfico:  54 veh/min | Variación:  +8 | Estado: Congestionado
Minuto 230 | Periférico Metropolitano | Tráfico:  48 veh/min | Variación:  -6 | Estado: Congestionado
Minuto 230 | Carretera Nacional | Tráfico:  32 veh/min | Variación:  +5 | Estado: Moderado
Minuto 230 | Avenida Central | Tráfico:  28 veh/min | Variación:  +3 | Estado: Moderado
Minuto 231 | Avenida Central | Tráfico:  28 veh/min | Variación:  +0 | Estado: Moderado
Minuto 231 | Carretera Nacional | Tráfico:  35 veh/min | Variación:  +3 | Estado: Moderado
Minuto 231 | Periférico Metropolitano | Tráfico:  52 veh/min | Variación:  +4 | Estado: Congestionado
Minuto 232 | Carretera Nacional | Tráfico:  36 veh/min | Variación:  +1 | Estado: Moderado
Minuto 232 | Periférico Metropolitano | Tráfico:  51 veh/min | Variación:  -1 | Estado: Congestionado
Minuto 232 | Avenida Central | Tráfico:  31 veh/min | Variación:  +3 | Estado: Moderado
Minuto 233 | Carretera Nacional | Tráfico:  32 veh/min | Variación:  -4 | Estado: Moderado
Minuto 233 | Avenida Central | Tráfico:  29 veh/min | Variación:  -2 | Estado: Moderado
Minuto 233 | Periférico Metropolitano | Tráfico:  59 veh/min | Variación:  +8 | Estado: Congestionado
Minuto 234 | Carretera Nacional | Tráfico:  28 veh/min | Variación:  -4 | Estado: Moderado
Minuto 234 | Avenida Central | Tráfico:  33 veh/min | Variación:  +4 | Estado: Moderado
Minuto 234 | Periférico Metropolitano | Tráfico:  67 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 235 | Avenida Central | Tráfico:  38 veh/min | Variación:  +5 | Estado: Moderado
Minuto 235 | Periférico Metropolitano | Tráfico:  74 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 235 | Carretera Nacional | Tráfico:  32 veh/min | Variación:  +4 | Estado: Moderado
Minuto 236 | Periférico Metropolitano | Tráfico:  76 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 236 | Avenida Central | Tráfico:  36 veh/min | Variación:  -2 | Estado: Moderado
Minuto 236 | Carretera Nacional | Tráfico:  26 veh/min | Variación:  -6 | Estado: Moderado
Minuto 237 | Avenida Central | Tráfico:  31 veh/min | Variación:  -5 | Estado: Moderado
Minuto 237 | Carretera Nacional | Tráfico:  24 veh/min | Variación:  -2 | Estado: Moderado
Minuto 237 | Periférico Metropolitano | Tráfico:  83 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 238 | Periférico Metropolitano | Tráfico:  87 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 238 | Carretera Nacional | Tráfico:  24 veh/min | Variación:  +0 | Estado: Moderado
Minuto 238 | Avenida Central | Tráfico:  39 veh/min | Variación:  +8 | Estado: Moderado
Minuto 239 | Carretera Nacional | Tráfico:  22 veh/min | Variación:  -2 | Estado: Moderado
Minuto 239 | Avenida Central | Tráfico:  36 veh/min | Variación:  -3 | Estado: Moderado
Minuto 239 | Periférico Metropolitano | Tráfico:  82 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 240 | Periférico Metropolitano | Tráfico:  86 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 240 | Avenida Central | Tráfico:  39 veh/min | Variación:  +3 | Estado: Moderado
Minuto 240 | Carretera Nacional | Tráfico:  22 veh/min | Variación:  +0 | Estado: Moderado
Minuto 241 | Periférico Metropolitano | Tráfico:  89 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 241 | Avenida Central | Tráfico:  31 veh/min | Variación:  -8 | Estado: Moderado
Minuto 241 | Carretera Nacional | Tráfico:  14 veh/min | Variación:  -8 | Estado: Fluido
Minuto 242 | Avenida Central | Tráfico:  27 veh/min | Variación:  -4 | Estado: Moderado
Minuto 242 | Carretera Nacional | Tráfico:   7 veh/min | Variación:  -7 | Estado: Fluido
Minuto 242 | Periférico Metropolitano | Tráfico:  95 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 243 | Avenida Central | Tráfico:  19 veh/min | Variación:  -8 | Estado: Fluido
Minuto 243 | Carretera Nacional | Tráfico:  15 veh/min | Variación:  +8 | Estado: Fluido
Minuto 243 | Periférico Metropolitano | Tráfico:  90 veh/min | Variación:  -5 | Estado: Colapsado
Minuto 244 | Avenida Central | Tráfico:  24 veh/min | Variación:  +5 | Estado: Moderado
Minuto 244 | Carretera Nacional | Tráfico:  13 veh/min | Variación:  -2 | Estado: Fluido
Minuto 244 | Periférico Metropolitano | Tráfico:  84 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 245 | Avenida Central | Tráfico:  29 veh/min | Variación:  +5 | Estado: Moderado
Minuto 245 | Periférico Metropolitano | Tráfico:  91 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 245 | Carretera Nacional | Tráfico:  10 veh/min | Variación:  -3 | Estado: Fluido
Minuto 246 | Avenida Central | Tráfico:  28 veh/min | Variación:  -1 | Estado: Moderado
Minuto 246 | Carretera Nacional | Tráfico:  13 veh/min | Variación:  +3 | Estado: Fluido
Minuto 246 | Periférico Metropolitano | Tráfico:  88 veh/min | Variación:  -3 | Estado: Colapsado
Minuto 247 | Avenida Central | Tráfico:  24 veh/min | Variación:  -4 | Estado: Moderado
Minuto 247 | Carretera Nacional | Tráfico:  18 veh/min | Variación:  +5 | Estado: Fluido
Minuto 247 | Periférico Metropolitano | Tráfico:  92 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 248 | Carretera Nacional | Tráfico:  17 veh/min | Variación:  -1 | Estado: Fluido
Minuto 248 | Avenida Central | Tráfico:  20 veh/min | Variación:  -4 | Estado: Fluido
Minuto 248 | Periférico Metropolitano | Tráfico:  92 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 249 | Carretera Nacional | Tráfico:  23 veh/min | Variación:  +6 | Estado: Moderado
Minuto 249 | Avenida Central | Tráfico:  22 veh/min | Variación:  +2 | Estado: Moderado
Minuto 249 | Periférico Metropolitano | Tráfico:  95 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 250 | Carretera Nacional | Tráfico:  25 veh/min | Variación:  +2 | Estado: Moderado
Minuto 250 | Periférico Metropolitano | Tráfico:  91 veh/min | Variación:  -4 | Estado: Colapsado
Minuto 250 | Avenida Central | Tráfico:  27 veh/min | Variación:  +5 | Estado: Moderado
Minuto 251 | Periférico Metropolitano | Tráfico:  93 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 251 | Carretera Nacional | Tráfico:  25 veh/min | Variación:  +0 | Estado: Moderado
Minuto 251 | Avenida Central | Tráfico:  31 veh/min | Variación:  +4 | Estado: Moderado
Minuto 252 | Carretera Nacional | Tráfico:  19 veh/min | Variación:  -6 | Estado: Fluido
Minuto 252 | Periférico Metropolitano | Tráfico:  86 veh/min | Variación:  -7 | Estado: Colapsado
Minuto 252 | Avenida Central | Tráfico:  37 veh/min | Variación:  +6 | Estado: Moderado
Minuto 253 | Periférico Metropolitano | Tráfico:  86 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 253 | Carretera Nacional | Tráfico:  22 veh/min | Variación:  +3 | Estado: Moderado
Minuto 253 | Avenida Central | Tráfico:  36 veh/min | Variación:  -1 | Estado: Moderado
Minuto 254 | Carretera Nacional | Tráfico:  30 veh/min | Variación:  +8 | Estado: Moderado
Minuto 254 | Periférico Metropolitano | Tráfico:  92 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 254 | Avenida Central | Tráfico:  44 veh/min | Variación:  +8 | Estado: Congestionado
Minuto 255 | Carretera Nacional | Tráfico:  32 veh/min | Variación:  +2 | Estado: Moderado
Minuto 255 | Avenida Central | Tráfico:  39 veh/min | Variación:  -5 | Estado: Moderado
Minuto 255 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 256 | Avenida Central | Tráfico:  40 veh/min | Variación:  +1 | Estado: Moderado
Minuto 256 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 256 | Carretera Nacional | Tráfico:  32 veh/min | Variación:  +0 | Estado: Moderado
Minuto 257 | Periférico Metropolitano | Tráfico:  99 veh/min | Variación:  -1 | Estado: Colapsado
Minuto 257 | Carretera Nacional | Tráfico:  35 veh/min | Variación:  +3 | Estado: Moderado
Minuto 257 | Avenida Central | Tráfico:  37 veh/min | Variación:  -3 | Estado: Moderado
Minuto 258 | Periférico Metropolitano | Tráfico:  97 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 258 | Carretera Nacional | Tráfico:  31 veh/min | Variación:  -4 | Estado: Moderado
Minuto 258 | Avenida Central | Tráfico:  34 veh/min | Variación:  -3 | Estado: Moderado
Minuto 259 | Periférico Metropolitano | Tráfico:  98 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 259 | Carretera Nacional | Tráfico:  34 veh/min | Variación:  +3 | Estado: Moderado
Minuto 259 | Avenida Central | Tráfico:  29 veh/min | Variación:  -5 | Estado: Moderado
Minuto 260 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 260 | Carretera Nacional | Tráfico:  38 veh/min | Variación:  +4 | Estado: Moderado
Minuto 260 | Avenida Central | Tráfico:  28 veh/min | Variación:  -1 | Estado: Moderado
Minuto 261 | Periférico Metropolitano | Tráfico:  94 veh/min | Variación:  -6 | Estado: Colapsado
Minuto 261 | Carretera Nacional | Tráfico:  33 veh/min | Variación:  -5 | Estado: Moderado
Minuto 261 | Avenida Central | Tráfico:  21 veh/min | Variación:  -7 | Estado: Moderado
Minuto 262 | Periférico Metropolitano | Tráfico:  96 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 262 | Avenida Central | Tráfico:  19 veh/min | Variación:  -2 | Estado: Fluido
Minuto 262 | Carretera Nacional | Tráfico:  35 veh/min | Variación:  +2 | Estado: Moderado
Minuto 263 | Periférico Metropolitano | Tráfico:  96 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 263 | Avenida Central | Tráfico:  21 veh/min | Variación:  +2 | Estado: Moderado
Minuto 263 | Carretera Nacional | Tráfico:  30 veh/min | Variación:  -5 | Estado: Moderado
Minuto 264 | Carretera Nacional | Tráfico:  25 veh/min | Variación:  -5 | Estado: Moderado
Minuto 264 | Avenida Central | Tráfico:  23 veh/min | Variación:  +2 | Estado: Moderado
Minuto 264 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 265 | Carretera Nacional | Tráfico:  19 veh/min | Variación:  -6 | Estado: Fluido
Minuto 265 | Avenida Central | Tráfico:  18 veh/min | Variación:  -5 | Estado: Fluido
Minuto 265 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 266 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 266 | Avenida Central | Tráfico:  25 veh/min | Variación:  +7 | Estado: Moderado
Minuto 266 | Carretera Nacional | Tráfico:  11 veh/min | Variación:  -8 | Estado: Fluido
Minuto 267 | Carretera Nacional | Tráfico:  17 veh/min | Variación:  +6 | Estado: Fluido
Minuto 267 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 267 | Avenida Central | Tráfico:  31 veh/min | Variación:  +6 | Estado: Moderado
Minuto 268 | Avenida Central | Tráfico:  30 veh/min | Variación:  -1 | Estado: Moderado
Minuto 268 | Periférico Metropolitano | Tráfico:  99 veh/min | Variación:  -1 | Estado: Colapsado
Minuto 268 | Carretera Nacional | Tráfico:  22 veh/min | Variación:  +5 | Estado: Moderado
Minuto 269 | Avenida Central | Tráfico:  36 veh/min | Variación:  +6 | Estado: Moderado
Minuto 269 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +7 | Estado: Colapsado
Minuto 269 | Carretera Nacional | Tráfico:  27 veh/min | Variación:  +5 | Estado: Moderado
Minuto 270 | Avenida Central | Tráfico:  40 veh/min | Variación:  +4 | Estado: Moderado
Minuto 270 | Periférico Metropolitano | Tráfico:  96 veh/min | Variación:  -4 | Estado: Colapsado
Minuto 270 | Carretera Nacional | Tráfico:  23 veh/min | Variación:  -4 | Estado: Moderado
Minuto 271 | Avenida Central | Tráfico:  41 veh/min | Variación:  +1 | Estado: Congestionado
Minuto 271 | Periférico Metropolitano | Tráfico:  94 veh/min | Variación:  -2 | Estado: Colapsado
Minuto 271 | Carretera Nacional | Tráfico:  21 veh/min | Variación:  -2 | Estado: Moderado
Minuto 272 | Carretera Nacional | Tráfico:  18 veh/min | Variación:  -3 | Estado: Fluido
Minuto 272 | Avenida Central | Tráfico:  40 veh/min | Variación:  -1 | Estado: Moderado
Minuto 272 | Periférico Metropolitano | Tráfico:  94 veh/min | Variación:  +0 | Estado: Colapsado
Minuto 273 | Periférico Metropolitano | Tráfico:  98 veh/min | Variación:  +4 | Estado: Colapsado
Minuto 273 | Avenida Central | Tráfico:  46 veh/min | Variación:  +6 | Estado: Congestionado
Minuto 273 | Carretera Nacional | Tráfico:  23 veh/min | Variación:  +5 | Estado: Moderado
Minuto 274 | Carretera Nacional | Tráfico:  20 veh/min | Variación:  -3 | Estado: Fluido
Minuto 274 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +3 | Estado: Colapsado
Minuto 274 | Avenida Central | Tráfico:  39 veh/min | Variación:  -7 | Estado: Moderado
Minuto 275 | Avenida Central | Tráfico:  37 veh/min | Variación:  -2 | Estado: Moderado
Minuto 275 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 275 | Carretera Nacional | Tráfico:  21 veh/min | Variación:  +1 | Estado: Moderado
Minuto 276 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +2 | Estado: Colapsado
Minuto 276 | Carretera Nacional | Tráfico:  26 veh/min | Variación:  +5 | Estado: Moderado
Minuto 276 | Avenida Central | Tráfico:  30 veh/min | Variación:  -7 | Estado: Moderado
Minuto 277 | Avenida Central | Tráfico:  22 veh/min | Variación:  -8 | Estado: Moderado
Minuto 277 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +5 | Estado: Colapsado
Minuto 277 | Carretera Nacional | Tráfico:  24 veh/min | Variación:  -2 | Estado: Moderado
Minuto 278 | Periférico Metropolitano | Tráfico:  92 veh/min | Variación:  -8 | Estado: Colapsado
Minuto 278 | Carretera Nacional | Tráfico:  25 veh/min | Variación:  +1 | Estado: Moderado
Minuto 278 | Avenida Central | Tráfico:  22 veh/min | Variación:  +0 | Estado: Moderado
Minuto 279 | Avenida Central | Tráfico:  23 veh/min | Variación:  +1 | Estado: Moderado
Minuto 279 | Periférico Metropolitano | Tráfico:  93 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 279 | Carretera Nacional | Tráfico:  23 veh/min | Variación:  -2 | Estado: Moderado
Minuto 280 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +8 | Estado: Colapsado
Minuto 280 | Carretera Nacional | Tráfico:  23 veh/min | Variación:  +0 | Estado: Moderado
Minuto 280 | Avenida Central | Tráfico:  24 veh/min | Variación:  +1 | Estado: Moderado
Minuto 281 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 281 | Carretera Nacional | Tráfico:  24 veh/min | Variación:  +1 | Estado: Moderado
Minuto 281 | Avenida Central | Tráfico:  18 veh/min | Variación:  -6 | Estado: Fluido
Minuto 282 | Carretera Nacional | Tráfico:  30 veh/min | Variación:  +6 | Estado: Moderado
Minuto 282 | Avenida Central | Tráfico:  15 veh/min | Variación:  -3 | Estado: Fluido
Minuto 282 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +6 | Estado: Colapsado
Minuto 283 | Periférico Metropolitano | Tráfico: 100 veh/min | Variación:  +1 | Estado: Colapsado
Minuto 283 | Avenida Central | Tráfico:  15 veh/min | Variación:  +0 | Estado: Fluido
